# MODIS Terra GEOGRAPHIC METADATA TEXT FILE day 2022-07-23
# NFiles = 288, max geo IngestTime = 2022-07-24 07:03:09.398388
# GranuleID,StartDateTime,ArchiveSet,OrbitNumber,DayNightFlag,EastBoundingCoord,NorthBoundingCoord,SouthBoundingCoord,WestBoundingCoord,GRingLongitude1,GRingLongitude2,GRingLongitude3,GRingLongitude4,GRingLatitude1,GRingLatitude2,GRingLatitude3,GRingLatitude4
MOD03.A2022204.0000.061.2022204070201.hdf,2022-07-23 00:00,61,120179,D,163.726296113461,-6.21772703639906,-27.2257174346211,137.730510357141,142.783551518263,163.899820324969,160.854360167252,137.722830222954,-6.19077217366667,-9.25883870213155,-27.3736045608416,-23.8817435941092
MOD03.A2022204.0005.061.2022204070156.hdf,2022-07-23 00:05,61,120179,D,160.879714571855,-23.8084719798873,-45.1129385442113,130.069960039605,137.74806976282,161.23314760684,158.871940495247,130.015476336603,-23.7930783333472,-27.170591589242,-45.384460832238,-40.9449368099824
MOD03.A2022204.0010.061.2022204070217.hdf,2022-07-23 00:10,61,120179,D,158.91304669227,-40.8880111096487,-62.9468778342413,116.327194261531,130.107205395427,159.475354054761,158.507814598109,116.099379400428,-40.8770133940005,-45.0397750061635,-63.2815863771652,-56.7514492077243
MOD03.A2022204.0015.061.2022204070422.hdf,2022-07-23 00:15,61,120179,B,166.964211873837,-56.7703538353532,-80.7922025294057,85.6509875362997,116.406215382254,159.415877951369,167.504469707301,85.2887397512912,-56.7649745579239,-62.8031298970863,-80.8583308947648,-68.6460471243904
MOD03.A2022204.0020.061.2022204070857.hdf,2022-07-23 00:20,61,120179,N,180,-68.8902095638597,-89.9867567834291,-180,85.8461112491374,168.909535363262,-49.419712417268,33.8447038791851,-68.8895405009557,-80.2445781689731,-80.5161154501192,-68.8440860570621
MOD03.A2022204.0025.061.2022204070405.hdf,2022-07-23 00:25,61,120179,N,33.6272628032967,-57.3319353846726,-81.4128875417842,-50.542298071119,33.6292801661263,-52.3349669458619,-41.0068665325799,2.51393901738365,-69.1859732959987,-80.9362082056859,-63.0235734271853,-57.0874877119479
MOD03.A2022204.0030.061.2022204070154.hdf,2022-07-23 00:30,61,120179,N,1.90817887250647,-41.5256788939151,-63.5668672878377,-41.4032782158076,1.90957910856444,-41.5734335709846,-41.4019261553032,-11.665615513011,-57.3983152573705,-63.5216604812192,-45.3065030124567,-41.3655990816925
MOD03.A2022204.0035.061.2022204070120.hdf,2022-07-23 00:35,61,120179,N,-12.2087516587679,-24.4768317529085,-45.7332348843046,-43.3352387640671,-12.2065119119143,-41.5781935000405,-43.3566521751301,-19.596060260824,-41.598342842217,-45.7505204095368,-27.5333795526888,-24.3834910892575
MOD03.A2022204.0040.061.2022204070119.hdf,2022-07-23 00:40,61,120179,N,-20.0085537438547,-6.89915200904327,-27.8513154691916,-46.1433579776998,-20.0042445353786,-43.3851489394142,-46.1640776161803,-24.8986843288749,-24.5506695653653,-27.8723203251661,-9.75336453651985,-6.85484506639857
MOD03.A2022204.0045.061.2022204070126.hdf,2022-07-23 00:45,61,120179,N,-25.1600812290969,11.0207629307959,-9.94019955894051,-49.9154509566032,-25.1545071824297,-46.1445834355297,-49.92149679824,-28.8632792384445,-6.97263700648079,-9.95856215637224,8.05817772909807,11.0567582726413
