# MODIS Terra GEOGRAPHIC METADATA TEXT FILE day 2022-07-25
# NFiles = 119, max geo IngestTime = 2022-07-25 15:22:08.311176
# GranuleID,StartDateTime,ArchiveSet,OrbitNumber,DayNightFlag,EastBoundingCoord,NorthBoundingCoord,SouthBoundingCoord,WestBoundingCoord,GRingLongitude1,GRingLongitude2,GRingLongitude3,GRingLongitude4,GRingLatitude1,GRingLatitude2,GRingLatitude3,GRingLatitude4
MOD03.A2022206.0240.061.2022206092249.hdf,2022-07-25 02:40,61,120210,D,-172.265602723496,84.5212720149777,59.9158531221842,89.0218850946571,86.2947824280616,-172.26357718915,151.557626752949,105.31654294871,83.8692826478425,70.5769306907621,59.6629716842223,66.0506224158952
MOD03.A2022206.0245.061.2022206092242.hdf,2022-07-25 02:45,61,120210,D,150.952423081262,66.5937994852654,44.2311755330657,105.12989069927,104.519847224598,150.968476274143,135.594856967628,105.13824421995,66.5389076029987,59.9749334393259,44.0786292948347,48.163607972426
MOD03.A2022206.0250.061.2022206092335.hdf,2022-07-25 02:50,61,120210,D,135.093735577528,48.5980154969142,27.1996033998741,103.22187233392,104.821838309249,135.098958133055,127.124655744064,103.201276480469,48.6154238195196,44.2987657987611,27.1172482356952,30.3326216581096
MOD03.A2022206.0255.061.2022206092332.hdf,2022-07-25 02:55,61,120210,D,126.779039303024,30.6644689340282,9.61607080519163,100.39901504781,103.011883093621,126.783996186026,121.624938746769,100.37660216238,30.6921477150648,27.270328206481,9.58111433134306,12.521398436227
MOD03.A2022206.0300.061.2022206092329.hdf,2022-07-25 03:00,61,120210,D,121.434858022475,12.7277210603331,-8.21349251458914,96.7271516804522,100.297813628561,121.441076973701,117.606609922232,96.7205056090821,12.7593659909198,9.68744767780558,-8.21740550130043,-5.19687503439395
MOD03.A2022206.0305.061.2022206092331.hdf,2022-07-25 03:05,61,120210,D,117.585272967887,-5.12309318881302,-26.1251685969854,91.74921604723,96.6913045154783,117.746099109577,114.662667261942,91.7414553360856,-5.09669079073163,-8.15905019557065,-26.2623291353621,-22.8118232332396
MOD03.A2022206.0310.061.2022206092348.hdf,2022-07-25 03:10,61,120210,D,114.688148798481,-22.7392038613747,-44.0163079818157,84.3190101683827,91.7683145615526,115.031459859061,112.622539716556,84.2654889231475,-22.7231220835614,-26.071024336983,-44.2802732747766,-39.9220607798223
MOD03.A2022206.0315.061.2022206092403.hdf,2022-07-25 03:15,61,120210,D,112.660129106475,-39.8633190373783,-61.8511305055872,71.1487779304109,84.3520434279159,113.205505448121,112.093969468633,70.9319166725058,-39.8520396443986,-43.9444418190992,-62.1871893430679,-55.8474100024922
MOD03.A2022206.0320.061.2022206092439.hdf,2022-07-25 03:20,61,120210,B,118.750726628418,-55.8612492348253,-79.6967003654085,41.9904647477394,71.2259684570736,112.852883669432,119.143224885157,41.6549865085624,-55.8556062721097,-61.7205233099815,-79.8244947082683,-68.1577675181697
MOD03.A2022206.0325.061.2022206093223.hdf,2022-07-25 03:25,61,120210,N,180,-68.3496946427298,-89.9860739343104,-180,42.1862282066394,120.667269078934,-97.5071658596153,-9.59434980685171,-68.34620661539,-79.2219569125767,-81.5758559119078,-69.2411097668177
MOD03.A2022206.0330.061.2022206092450.hdf,2022-07-25 03:30,61,120210,N,-9.79740463655057,-58.2256559949713,-82.5076595810729,-98.8937218495784,-9.7953856774027,-101.195454505011,-87.4420255310408,-42.5691347368918,-69.6117663222969,-81.9445727036875,-64.1114926442023,-57.970773544256
MOD03.A2022206.0335.061.2022206092229.hdf,2022-07-25 03:35,61,120210,N,-43.1810765380141,-42.5437892421808,-64.6613927898174,-87.665198178017,-43.1796367953468,-88.0462329958409,-87.6612284443305,-57.3821507002098,-58.2900407998562,-64.6059669527864,-46.3946982139397,-42.3790362990891
MOD03.A2022206.0340.061.2022206092143.hdf,2022-07-25 03:40,61,120210,N,-57.935077504628,-25.4702646073688,-46.8268659019403,-89.5452028531429,-57.9329991882063,-87.8589737676801,-89.5658097596751,-65.5835576293368,-42.616675548184,-46.8436109654627,-28.5355613082574,-25.3611499089239
MOD03.A2022206.0345.061.2022206092144.hdf,2022-07-25 03:45,61,120210,N,-66.0615702662528,-7.89960882686404,-28.8601228928807,-92.314642877173,-66.0569408594745,-89.6082828170154,-92.3363371130023,-71.0422565908933,-25.5427414655404,-28.8870043358866,-10.7495925400263,-7.86111974609758
MOD03.A2022206.0350.061.2022206092144.hdf,2022-07-25 03:50,61,120210,N,-71.263755000967,9.92299418605284,-10.9490767234175,-95.9945888079978,-71.2574873639733,-92.3077128253535,-96.0013680009116,-74.9951615987347,-7.97298570654186,-10.9680017032714,6.97054533579845,9.95090040343611
MOD03.A2022206.0355.061.2022206110114.hdf,2022-07-25 03:55,61,120211,N,-75.1007277298885,27.8532204703151,6.8985856390625,-101.004810720941,-75.0152305283877,-95.984677613566,-101.120520062243,-78.0403678269133,9.8583141476735,6.88117951618807,24.5868534316372,28.0030971878576
MOD03.A2022206.0400.061.2022206110119.hdf,2022-07-25 04:00,61,120211,N,-78.0124266130507,45.7878596117894,24.5438884444253,-108.687236682861,-77.7563059284613,-100.987670259777,-108.861913817399,-80.1295485820139,27.7925734020403,24.5334237967306,41.7097836657362,46.0638486487843
MOD03.A2022206.0405.061.2022206110138.hdf,2022-07-25 04:05,61,120211,N,-80.0899124147602,63.6948728758991,41.6913610534123,-122.774938625264,-79.6053190667564,-108.658643702532,-123.079168625664,-80.6396928614844,45.716060311442,41.6857317954782,57.5759374732856,64.0324345389993
MOD03.A2022206.0410.061.2022206110146.hdf,2022-07-25 04:10,61,120211,B,-71.9292109088632,81.6225462834933,57.6308657607002,-154.999562582689,-79.807521929657,-122.697559197159,-155.334680298885,-71.3315353776741,63.5617483212082,57.6274850148027,69.3130899818258,81.7107800048452
MOD03.A2022206.0415.061.2022206110617.hdf,2022-07-25 04:15,61,120211,D,180,89.9871791798255,69.0300588304688,-180,-69.7629639460995,-154.8090958002,152.304424900725,74.5293869772089,81.105938358055,69.5524580237679,68.6924985083641,79.7185482157612
MOD03.A2022206.0420.061.2022206110208.hdf,2022-07-25 04:20,61,120211,D,151.974219843325,80.4956684538681,56.6414467367745,73.6643116347224,71.8805151426741,151.976259155711,122.145766385105,80.8283552132116,80.1420875545755,69.0655584937127,56.40906497166,62.0608259005653
MOD03.A2022206.0425.061.2022206110239.hdf,2022-07-25 04:25,61,120211,D,121.537782585849,62.5700605490973,40.5717275025303,80.1384251095645,80.3111130118082,121.554931785449,108.612345197521,80.1341856090747,62.5511828167162,56.700003328127,40.4332809536661,44.2493558484513
MOD03.A2022206.0430.061.2022206110210.hdf,2022-07-25 04:30,61,120211,D,108.130332219524,44.6631412184933,23.3787981723205,77.9277021457566,79.7793794880477,108.131821983605,100.999836938767,77.905848508064,44.6814280794607,40.6413665496568,23.3066688498387,26.4230859771852
MOD03.A2022206.0435.061.2022206110208.hdf,2022-07-25 04:35,61,120211,D,100.688874047854,26.726022269641,5.62830579267491,74.9358837684141,77.7588966684128,100.690754195145,95.8829849092395,74.9149779105766,26.7583987454443,23.4478353484893,5.60582982994325,8.52860253445271
